document_name,category,text,answer
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement.pdf,Renewal Term,"This Agreement shall continue in effect for two years from the date hereof, and thereafter shall continue automatically for successive annual periods, provided that such continuance is specifically approved at least annually by (A) the vote of the Board, or by the vote of a majority of the outstanding voting securities of the Fund and (B) the vote of a majority of the Fund\s directors who are not parties to this Agreement or ""interested persons"" (as such term is defined in Section 2(a)(19) of the Investment Fund Act) of any such party, in accordance with the requirements of the Investment Fund Act.",successive 1 year
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement.pdf,Governing Law,"This Agreement shall be construed in accordance with the laws of the State of New York applicable to contracts formed and to be performed entirely within the State of New York, without regard to conflict of laws principles, and in accordance with the applicable provisions of the Investment Fund Act.",New York
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,Document Name,"LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT"
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,Parties,"Xencor and Aimmune are sometimes referred to herein individually as a ""Party"" and collectively as the ""Parties""., Xencor, Aimmune, Aimmune Therapeutics, Inc., Xencor, Inc.","Xencor, Inc. (""Xencor""); Aimmune Therapeutics, Inc. (""Aimmune"")(""Party"" and collectively as the ""Parties"")"
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,Agreement Date,"FEBRUARY 4, 2020",02/04/2020
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,Effective Date,"February 4, 2020",02/04/2020
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,Expiration Date,"This Agreement shall become effective on the Effective Date and, unless earlier terminated pursuant to this ARTICLE 13, shall remain in effect on a Product-by-Product and country-by-country basis until the expiration of the Royalty Term applicable to such Product and country (the ""Term"").",perpetual
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,Governing Law,"This Agreement shall be governed by and construed in accordance with the internal laws of the State of California applicable to agreements made and to be performed entirely within such state, without regard to the conflicts of law principles of such state; provided that any matters relating to the construction or effect of any Patent will be governed by the patent laws of the relevant jurisdiction in which such Patent is granted.",California
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,Document Name,Development Agreement,Development Agreement
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,Parties,"CNS and WPD are sometimes referred to herein individually as a ""Party"" and collectively as the ""Parties."", WPD, CNS Pharmaceuticals, Inc., CNS, WPD Pharmaceuticals","CNS Pharmaceuticals, Inc. (""CNS""); WPD Pharmaceuticals (""WPD"")(""Party"" and collectively as the ""Parties"")"
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,Agreement Date,"March 20, 2020",3/20/20
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,Effective Date,"March 20, 2020",3/20/20
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,Expiration Date,"The term of this Agreement will commence on the Effective Date and remain in full force and effect until the expiration of the Sublicense Agreement, unless earlier termination by pursuant to the terms of this Agreement (""Term"").",
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,Governing Law,"This Agreement will be governed by, construed and enforced in accordance with the laws of the State of Texas.",Texas
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,Document Name,APPLICATION DEVELOPMENT AGREEMENT,APPLICATION DEVELOPMENT AGREEMENT
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,Parties,"InfinixSoft Global LLC, Developer, Clickstream Corporation, Client","InfinixSoft Global LLC (""Developer""); Clickstream Corporation (""Client"")"
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,Expiration Date,"This Agreement shall become effective as of the Effective Date and, unless otherwise terminated in accordance with the provisions of Section 4 of this Agreement, will continue until the expiration of the Warranty Period as defined in subsection 9(a) of this Agreement.",
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,Governing Law,This Agreement shall be governed by the laws of the state of Florida.,Florida
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Document Name,LICENSE AND DEVELOPMENT AGREEMENT,LICENSE AND DEVELOPMENT AGREEMENT
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Parties,"Licensee, Coherus BioSciences, Inc., Bioeq, Bioeq IP AG","Bioeq IP, AG (""Bioeq""); Coherus BioSciences, Inc. (""Licensee"")"
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Agreement Date,"Nov. 02, 2019",11/02/2019
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Effective Date,"Nov. 02, 2019",11/02/2019
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Expiration Date,"""Except as otherwise specified in this Agreement, the Parties respective rights and obligations under this Agreement shall commence on the Effective Date and shall remain in full force for ten (10) years after the First Commercial Sale of the first Licensed Product, and shall thereafter automatically renew for an unlimited period of time unless otherwise terminated in accordance with Section 15.2.""",
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Renewal Term,"""Except as otherwise specified in this Agreement, the Parties respective rights and obligations under this Agreement shall commence on the Effective Date and shall remain in full force for ten (10) years after the First Commercial Sale of the first Licensed Product, and shall thereafter automatically renew for an unlimited period of time unless otherwise terminated in accordance with Section 15.2.""",perpetual
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,Governing Law,"This Agreement shall be governed by and construed in accordance with the laws of , without regard to the conflicts of law principles thereof, and .",
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,Document Name,FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive),FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,Parties,"""El Pollo Loco"" or ""Franchisor"", an individual, Developer, EL POLLO LOCO, INC.","EL POLLO LOCO, INC. (""El Pollo Loco"" or ""Franchisor""); an individual (""Developer"")"
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,Effective Date,"This Agreement shall commence on the date specified in Exhibit ""B"".",
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,Expiration Date,"Notwithstanding any provision to the contrary contained herein, unless earlier terminated by either party, this Agreement shall expire on , 20 , and all rights of Developer herein shall cease and all unapplied or unused Development Fees paid pursuant to Section 3 hereof shall be forfeited to Franchisor., Unless terminated pursuant to Section 10 or 11 below, it shall expire upon the earlier of the date specified in Exhibit ""B"" or upon the opening of the last El Pollo Loco® Restaurant listed in the Development Schedule.",]/[ ]/20[
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,Governing Law,"""This Agreement, after review by Developer and El Pollo Loco, was accepted in the state in which Franchisors then-current headquarters (currently the State of California) is located and shall be governed by and construed in accordance with the laws of such state, except that the provisions in Section 20.1 covering competition following the expiration, termination or assignment of this Agreement shall be governed by the laws of the state in which the breach occurs.""",California; the state in which the breach occurs
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Document Name,Consulting and Product Development Agreement,Consulting and Product Development Agreement
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Parties,"Emerald Health Nutraceuticals Inc., EHS, EHN, Michael T. Murray, N.D, Dr. Murray, Emerald Health Sciences Inc.","Emerald Health Sciences Inc. (""EHS""); Emerald Health Nutraceuticals Inc. (""EHN""); Michael T. Murray, N.D. (""Dr. Murray"")"
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Agreement Date,1st day of September 2016,09/01/2016
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Effective Date,1st day of September 2016,09/01/2016
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Expiration Date,"Dr. Murray\s obligations set out herein shall be performed from the Effective Date until December 31, 2018 (the initial ""Services Term"")., Except as otherwise stated herein as pertaining only to a Services Term, this Agreement shall remain in effect for ten years, unless terminated in accordance with Sections 6.1 (a) or 6.2(b).",12/31/18
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Renewal Term,"""The Services Term of this Agreement shall be automatically renewed for successive two-year terms thereafter unless written notice is given by either party to the other, indicating that partys intention not to renew the Services Term of this Agreement, at least ninety (90) days prior to the end of the initial Services Term or any renewed Services Term.""",successive 2 years
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,Governing Law,"This Agreement shall be governed by and construed and enforced in accordance with the laws of the State of Arizona without regard to conflict of law principles, may not be amended except by a writing signed by both parties, and shall supersede any and all prior discussions and writings between the parties concerning the subject matter.",Arizona
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,Document Name,DEVELOPMENT AND OPTION AGREEMENT,DEVELOPMENT AND OPTION AGREEMENT
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,Parties,"Harpoon Therapeutics, Inc., AbbVie Biotechnology Ltd, AbbVie, Harpoon","Harpoon Therapeutics, Inc. (""Harpoon""); AbbVie Biotechnology Ltd (""AbbVie"")"
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,Agreement Date,"November 20, 2019",11/20/19
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,Effective Date,"November 20, 2019",11/20/19
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,Expiration Date,"This Agreement shall commence on the Effective Date and, unless earlier terminated in accordance herewith, shall continue in force and effect until (a) the date of expiration of the last Royalty Term for the last Licensed Product, or (b) the expiration of the License Option Period and the failure of AbbVie to exercise the License Option (such period, the ""Term"").",
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,Governing Law,"This Agreement or the performance, enforcement, breach or termination hereof shall be interpreted, governed by and construed in accordance with the laws of the State of Delaware, United States, excluding any conflicts or choice of law rule or principle that might otherwise refer construction or interpretation of this Agreement to the substantive law of another jurisdiction; provided that all questions concerning (a) inventorship of Patents under this Agreement shall be determined in accordance with Section 7.1.3 and (b) the construction or effect of Patents shall be determined in accordance with the laws of the country or other jurisdiction in which the particular Patent has been filed or granted, as the case may be.",Delaware
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,Document Name,MASTER JOINT DEVELOPMENT AGREEMENT,MASTER JOINT DEVELOPMENT AGREEMENT
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,Parties,"CC-Pharming, iBio Inc., Beijing CC-Pharming Ltd.","iBio Inc.; Beijing CC-Pharming Ltd. (""CC-Pharming"")"
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,Agreement Date,"August 08, 2018",08/08/2018
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,Effective Date,"The term of this Agreement (""Term"") will begin on the date this Agreement is signed by the last signatory (""Effective Date"") and remain in effect for ; provided, however, that the terms of this Agreement shall remain applicable to any SOW that was executed by the Parties prior to the expiration or termination of this Agreement but whose period of performance extends beyond the expiration or termination of this Agreement. August 08, 2018",08/08/2018
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,Expiration Date,"The term of this Agreement (""Term"") will begin on the date this Agreement is signed by the last signatory (""Effective Date"") and remain in effect for ; provided, however, that the terms of this Agreement shall remain applicable to any SOW that was executed by the Parties prior to the expiration or termination of this Agreement but whose period of performance extends beyond the expiration or termination of this Agreement.",
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,Governing Law,"This Agreement is governed by the laws of the State of Texas, without regard to the conflict of laws provisions thereof.",Texas
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.pdf,Document Name,OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT,OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.pdf,Parties,"Developer, DSS, HotApp International Ltd., Document Security Systems, Inc.","Document Security Systems, Inc. (""DSS""); HotApp International Ltd. (""Developer"")"
